"species","Order","Class","exDiff","FemaleBM","MaleBM","Testes","FemaleAFB","MaleAFB","Monogamy","AnnProd","FemaleCare","DichroAves","weights"
"Coracias cyanogaster","Coraciiformes","Aves",-0.0660423033932623,137.502581795726,151.130954744096,NA,1.61314168377823,1.94880219028063,NA,NA,NA,0,0.610271970794476
"Coracias garrulus","Coraciiformes","Aves",0.171353447528549,147.662930390039,147.353860268439,NA,1.08145106091718,1.97180013689254,1,65.875,1,0,0.539139900637932
"Coracopsis nigra","Psittaciformes","Aves",0.121877246903395,256.274348641419,264.801054243974,NA,NA,NA,NA,NA,NA,0,0.482423864949279
"Corvus corax","Passeriformes","Aves",0.118021391907589,860.287939897077,1084.81832081968,1.98,4.58316221765914,1.99479808350445,1,138.24,1,0,0.623347414359977
"Coryphospingus cucullatus","Passeriformes","Aves",0.219945106410348,14.9507874420656,16.8738870351341,NA,NA,NA,NA,NA,NA,1.2,0.507258020608814
"Coscoroba coscoroba","Anseriformes","Aves",0.0137763335934314,3143.69075759067,3839.9683940964,NA,2.09965776865161,1.99452429842574,1,1110,0,0,0.587175240967357
"Cossypha niveicapilla","Passeriformes","Aves",-0.138509637342832,34.7196016937581,39.052061073392,NA,1.19863107460643,1.63477070499658,NA,NA,NA,0,0.620488004340218
"Cotinga cayana","Passeriformes","Aves",0.152996360341426,58.9643188530207,58.6397780821151,NA,NA,NA,NA,NA,NA,2,0.499311394859563
"Coturnix chinensis","Galliformes","Aves",-0.151468394131673,54.4811167261625,49.0367787087911,1.77827941,0.375633127994524,0.372347707049966,NA,NA,1,0,0.70903636794393
"Coturnix coturnix","Galliformes","Aves",-0.294938491324141,103,94,3,0.997218344,0.903490759753593,0,105.6250000125,1,0.4,0.546939465823809
"Coturnix japonica","Galliformes","Aves",-0.134644185778386,224.009862660997,169.860445680409,3.08,0.583802875,0.142368241,NA,NA,1,0.4,0.526409693989028
"Crax fasciolata","Galliformes","Aves",-0.0532029112463379,2200,2750,NA,3.18631074606434,2.73292265571526,1,NA,NA,1,0.480804814426831
"Crax globulosa","Galliformes","Aves",0.122502624989274,2472.5615188922,3049.65782175836,NA,NA,NA,NA,NA,NA,0.4,0.474676572937284
"Creatophora cinerea","Passeriformes","Aves",-0.167286857556018,65.5973218517434,75.8140041171718,NA,NA,NA,1,NA,NA,1.2,0.57393031548937
"Crex crex","Gruiformes","Aves",0.00748152534475919,166.072950338141,181.865872694338,1.17,0.920465434633812,0.914442162902122,0,132,1,0.4,0.65048578744689
"Corythaixoides leucogaster","Musophagiformes","Aves",-0.0427635982083135,242.413474123853,250.393629049298,NA,NA,NA,NA,NA,0,-0.2,0.425988544901098
"Crossoptilon auritum","Galliformes","Aves",-0.271132330548377,1665,1905,NA,0.974127310061602,1.48829568788501,1,416.8,1,0,0.672750704897325
"Crossoptilon crossoptilon","Galliformes","Aves",-0.0377402416823379,1867.51630591037,2136.88088963083,NA,1.95482546201232,1.95975359342916,1,NA,1,0,0.547929253550608
"Crossoptilon mantchuricum","Galliformes","Aves",-0.217186799519618,1806.25,2062.5,NA,1.07049965776865,1.07049965776865,1,NA,1,0,0.476231938280423
"Cyanerpes caeruleus","Passeriformes","Aves",-0.10797796587821,11.7718127418034,12.8927837338435,NA,NA,NA,NA,NA,0,1,0.540042847370895
"Cyanerpes cyaneus","Passeriformes","Aves",0.156190822836074,13.3864825843228,13.3865146866554,0.39,1.21067761806982,1.28186173853525,NA,3.08,1,1.2,0.567421009481328
"Cyanochen cyanoptera","Anseriformes","Aves",-0.0846604815136515,1427.75131992864,2031.16097424399,NA,2.0041067761807,1.73032169746749,NA,NA,1,0,0.57435711335561
"Cyanocorax chrysops","Passeriformes","Aves",-0.0670572057621806,144.701828549384,143.154736295166,NA,2.03969883641342,2.87939767282683,NA,NA,NA,0,0.556455704780583
"Cyanocorax yncas","Passeriformes","Aves",-0.213429880203669,68.9195171577981,74.5656549166884,0.82,0.999315537,0.999315537,1,42.6,1,0,0.537669822805749
"Cyanopica cyanus","Passeriformes","Aves",-0.0347252182584841,83.248088667593,87.8563866233308,NA,1.04394250513347,1.00588637919233,1,NA,1,0,0.648682840565018
"Cyanoramphus auriceps","Psittaciformes","Aves",0.0791507966153106,49.9956729786926,61.1745805765402,NA,0.912251882272416,0.925941136208077,1,NA,1,0,0.479644570773789
"Cyanoramphus novaezelandiae","Psittaciformes","Aves",-0.287255150907876,67.180070660638,74.6124155891648,NA,0.621218343600274,0.722792607802875,1,NA,1,0,0.623928422427738
"Cyanoramphus unicolor","Psittaciformes","Aves",-0.2256907214672,154.99204866936,165.093063011214,NA,NA,NA,1,NA,1,0,0.523398700352802
"Cyclopsitta diophthalma","Psittaciformes","Aves",-0.00322219478940796,43.0220565792112,40.4001702797978,NA,1.13894592744695,1.22573579739904,1,NA,NA,0.4,0.540819256107112
"Cygnus atratus","Anseriformes","Aves",-0.00773477930920714,5081.45511190146,6286.37059313073,5.89,2.42847364818617,1.93839835728953,1,1419,1,0,0.73900092359705
"Cygnus buccinator","Anseriformes","Aves",0.0731291846278234,8698.54829585431,10630.450576265,NA,3.1151266255989,3.51047227926078,1,1684.8,0,0,0.638854060117296
"Cygnus columbianus","Anseriformes","Aves",0.00622420771737128,5762.79592300918,6636.93052430281,NA,7.01519507186858,4.93360711841205,1,1120,1,0,0.573786737194858
"Cygnus melancoryphus","Anseriformes","Aves",0.0613857644860869,4163.23488756956,4865.63710289606,6.13,2.03750855578371,1.97015742642026,NA,1362.750000066,NA,0,0.700687107326132
"Cygnus olor","Anseriformes","Aves",0.0693641215347321,8128.90136027756,10117.6359133306,7.15,2.97659137577002,2.90102669404517,1,2023,1,0,0.663293817027157
"Cyrtonyx montezumae","Galliformes","Aves",0.0547959822031244,191.896629041163,190.74268596477,0.899497582,NA,NA,NA,NA,NA,1,0.449383432947854
"Dacelo leachii","Coraciiformes","Aves",-0.0461964906025303,291.826880500954,302.733399384616,11.35,1.97672826830938,1.58904859685147,1,NA,1,-0.2,0.592875868971663
"Dacelo novaeguineae","Coraciiformes","Aves",-0.0209632843497556,332.733363938174,310.376250087082,2.06,2.06406570841889,1.91375770020534,1,NA,0,0,0.784066307805042
"Dacnis cayana","Passeriformes","Aves",-0.142789206301863,13.2263889363913,12.4386250074595,NA,NA,NA,NA,NA,NA,1.2,0.48574829645876
"Dacnis lineata","Passeriformes","Aves",0.214581689784379,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0.399305999034714
"Dendrocygna arcuata","Anseriformes","Aves",-0.127437303315753,661.383006872532,655.372649377758,7.79,1.22710472279261,1.15071868583162,1,420,0,0,0.646940267733298
"Dendrocygna autumnalis","Anseriformes","Aves",-0.00270208023926077,784.493074682292,776.041559387539,NA,1.99041752224504,1.95756331279945,1,605,0,0,0.644300208175921
"Dendrocygna bicolor","Anseriformes","Aves",-0.0519388860845596,770.887389141149,748.017584060639,4.76,0.999863107460643,1.09623545516769,1,510,0,0,0.76140586960362
"Dendrocygna eytoni","Anseriformes","Aves",-0.0634026250483466,665.276140457911,718.954638115408,1.66,2.1864476386037,2.16591375770021,NA,440,NA,0,0.644035990214682
"Dendrocygna javanica","Anseriformes","Aves",-0.0903413156487714,469.596050591533,469.452710142537,NA,0.334017796030116,0.577138945927447,NA,NA,0,0,0.564112577716601
"Dendrocygna viduata","Anseriformes","Aves",-0.0450524537954149,687.855435187009,691.241378531516,NA,1.65366187542779,1.76673511293634,1,288,0,0,0.871186538276055
"Deroptyus accipitrinus","Psittaciformes","Aves",-0.0599873918975898,246.613928821652,268.228019820974,NA,4.21629021218344,4.60643394934976,NA,NA,NA,0,0.567640121154875
"Dinemellia dinemelli","Passeriformes","Aves",-0.147448512978128,88.5048912405231,107.015209607765,NA,1.24626967830253,1.309787816564,1,NA,NA,0,0.611887477774641
"Dromaius novaehollandiae","Casuariiformes","Aves",-0.0699490490258702,42587.3523233834,38953.1063336588,126.7651866,2.82327173169062,2.24229979466119,0,8281.7577781066,0,-0.4,0.744850302836336
"Ducula bicolor","Columbiformes","Aves",-0.173154267829024,407.003141137582,445.04490677889,NA,1.7056810403833,2.0517453798768,1,NA,0,0,0.720247768189676
"Eclectus roratus","Psittaciformes","Aves",0.021916849994049,447.35019812442,436.35428782141,1.88,2.51006160164271,2.31129363449692,0,NA,1,-1.6,0.710351698224992
"Egretta garzetta","Pelecaniformes","Aves",-0.0738882956688664,459.60313868868,529.705836955781,NA,1.73032169746749,1.99315537303217,1,112,0,0,0.693984045242768
"Egretta thula","Pelecaniformes","Aves",0.295932614050391,356.352222481039,433.186023486308,0.79,0.999315537,0.999315537,1,87.36,0,0,0.472314868334942
"Emblema pictum","Passeriformes","Aves",-0.129665547452427,12.7095360303671,12.0286447630555,NA,NA,NA,1,NA,0,1,0.509813194590204
"Enicognathus leptorhynchus","Psittaciformes","Aves",0.0447432190400403,267.75,286,NA,NA,NA,NA,NA,NA,0,0.444223997471313
"Entomyzon cyanotis","Passeriformes","Aves",-0.202101401333702,110.486711306457,113.357071065272,0.93,2.54127310061602,2.4911704312115,NA,NA,1,0,0.625929174266836
"Cacatua roseicapilla","Psittaciformes","Aves",0.006208629004286,306.326395188618,339.292536517563,NA,2.09308692676249,2.99411362080767,1,NA,0,0,0.683153361156327
"Eos bornea","Psittaciformes","Aves",-0.0404548420233539,157.597622658255,180.042603044917,NA,1.82888432580424,1.29144421629021,NA,NA,NA,0,0.591651624106544
"Eos reticulata","Psittaciformes","Aves",-0.114320723974394,168.969142308066,175.874119601936,NA,NA,NA,NA,NA,NA,0,0.48818739965167
"Ephippiorhynchus senegalensis","Ciconiiformes","Aves",0.104333528726497,4826.45635633943,6135.9386076112,NA,NA,NA,1,NA,0,-0.2,0.504705133113127
"Erythrura prasina","Passeriformes","Aves",0.29446059336663,16.1724454569017,NA,NA,NA,NA,NA,NA,NA,1.2,0.47633749562761
"Erythrura psittacea","Passeriformes","Aves",-0.121346949700378,12.8518791840726,12.9971108393703,NA,0.440793976728268,0.322518822724162,NA,NA,NA,0,0.523983667298725
"Erythrura trichroa","Passeriformes","Aves",-0.252538359081457,14.4235227777094,13.7922376911959,NA,NA,NA,NA,NA,0,0.6,0.540881686764088
"Erythrura tricolor","Passeriformes","Aves",-0.199296895039628,12.113575569451,13.3865867721783,NA,0.826830937713895,NA,NA,NA,NA,0.6,0.574633273500815
"Estrilda astrild","Passeriformes","Aves",-0.159586729378751,7.4,8,NA,NA,NA,1,NA,0,0,0.540640758411654
"Estrilda melpoda","Passeriformes","Aves",-0.291514569572158,7.05,7.9,NA,NA,NA,NA,NA,0,0,0.321066900159666
"Estrilda troglodytes","Passeriformes","Aves",0.00924353875883875,6,NA,NA,NA,NA,NA,NA,NA,0.4,0.396279724607224
"Eudocimus albus","Pelecaniformes","Aves",0.0172220259235031,811.148840427246,1004.36861921283,NA,2.04791238877481,2.19849418206708,1,NA,0,0,0.598847594661133
"Eudocimus ruber","Pelecaniformes","Aves",-0.023539257806724,659.333057601492,824.803847298025,NA,2.05229295003422,2.03422313483915,NA,NA,NA,0,0.88751313727404
"Eudromia elegans","Tinamiformes","Aves",-0.174906517603761,711.517845173934,717.83747691966,NA,0.898015058179329,0.739767282683094,0,NA,0,0,0.6905824839334
"Eudyptes chrysocome","Sphenisciformes","Aves",0.113639107349671,2371.13599149715,2679.17678399815,NA,5.52826830937714,6.02929500342231,1,191.6,1,0,0.720275368651217
"Eudyptes chrysolophus","Sphenisciformes","Aves",-0.0680868282026163,3851.78248671413,4468.60902241094,NA,6.00958247775496,5.95154004106776,NA,284,0,0,0.640947163210119
"Eudyptes moseleyi","Sphenisciformes","Aves",-0.0259144626598345,2647.7212207182,3252.74999610467,NA,5.00205338809035,5.93702943189596,NA,NA,0,0,0.605562207562723
"Eudyptula minor","Sphenisciformes","Aves",-0.0400351479941157,1044.52619705091,1204.90170143744,1.6,1.89459274469541,1.98220396988364,1,156,0,0,0.693789172192883
"Euphonia violacea","Passeriformes","Aves",-0.0823095516150583,14.1240776957248,13.4009456291919,NA,0.685010266940452,0.818617385352498,NA,NA,1,1.4,0.545741247382534
"Euplectes afer","Passeriformes","Aves",0.178690811352271,14.2,14.7,NA,NA,NA,0,NA,1,2,0.593680805638302
"Euplectes hordeaceus","Passeriformes","Aves",0.242528628381929,18.4,20.45,NA,NA,NA,0,NA,NA,1.6,0.474669518401875
"Euplectes orix","Passeriformes","Aves",-0.12611114401751,16.1265287693995,18.8909975321934,0.51,1.1006160164271,1.45106091718001,0,NA,1,1.6,0.642464152092555
"Eurypyga helias","Eurypygiformes","Aves",-0.232443396189588,184.29634767337,202.321789278256,0.24,1.77138945927447,1.94934976043806,NA,NA,0,0,0.65436190302117
"Falco biarmicus","Falconiformes","Aves",-0.0915001203799152,668.274789650942,513.988950639287,NA,3.1501711156742,4.06078028747433,1,NA,1,0,0.610582849906449
"Falco naumanni","Falconiformes","Aves",-0.0470237633245289,170,133,NA,1.492681725,0.999315537,1,67.2,1,0.6,0.530225595938819
"Falco peregrinus","Falconiformes","Aves",-0.0775993064236907,901.997105778335,587.328911177811,0.09,2.28199863107461,4.00657084188912,1,168,1,0,0.608470083122323
"Falco sparverius","Falconiformes","Aves",0.0808607485425665,129.16105419879,111.626492581592,2.11,0.999315537,0.999315537,1,90.275,1,1,0.67159782183489
"Forpus coelestis","Psittaciformes","Aves",-0.0877383337356344,24.5,27.9,NA,0.605886379192334,1.00205338809035,NA,NA,NA,0.8,0.478810946765795
"Francolinus francolinus","Galliformes","Aves",-0.0478386928623476,424,476,NA,NA,NA,1,352.5,1,1.2,0.421849339456807
"Fratercula arctica","Charadriiformes","Aves",-0.0632931883436086,423.416816416604,462.064322125816,2.5,3.98412046543463,4.00355920602327,1,60,0,0,0.603868316421835
"Fratercula cirrhata","Charadriiformes","Aves",0.0453448651680058,737.363400787825,821.752823064076,NA,3.93182751540041,3.99452429842574,1,131.85,0,0,0.626527872561809
"Gallicolumba crinigera","Columbiformes","Aves",-0.0688893718108417,196.925405757334,235.051819496636,NA,1.1854893908282,1.00807665982204,NA,NA,NA,0.2,0.588172053083619
"Gallicolumba luzonica","Columbiformes","Aves",-0.0813784916333554,172.036339711879,191.704900862812,NA,1.04859685147159,0.866803559206023,NA,NA,NA,0.2,0.673289616295015
"Gallicolumba rufigula","Columbiformes","Aves",-0.0506290989765151,123.750765021096,136.419843413321,NA,0.939082819986311,0.979055441478439,NA,NA,NA,0,0.458827558153933
"Gallinula chloropus","Gruiformes","Aves",0.0995123831146002,341.03434695534,361.129951635512,1.47,0.997218344,0.999315537,1,312.2,0,0,0.496769987417531
"Gallirallus australis","Gruiformes","Aves",-0.182874230590121,789.6591125779,874.44650766257,NA,0.99512115,NA,1,228.0364706331,0,0,0.521568230553317
"Gallus gallus","Galliformes","Aves",-0.0880701432856345,1779.61418554016,1788.65433102444,20.4699066,0.709924709103354,0.770704996577687,0,177.6,1,1.8,0.702371074733823
"Gallus lafayetii","Galliformes","Aves",-0.0628721472511376,NA,NA,NA,1.40177960301164,1.39767282683094,NA,NA,NA,1.6,0.504822004063841
"Gallus sonneratii","Galliformes","Aves",0.115598995945038,747.75,963,NA,1.22929500342231,1.04585900068446,NA,NA,1,1.6,0.55683719810275
"Gallus varius","Galliformes","Aves",0.144925506042095,640.632686400223,977.178049187814,NA,1.28405201916496,1.05023956194387,NA,NA,NA,1.6,0.618624992464175
"Garrulax canorus","Passeriformes","Aves",-0.0543646065066574,60.7333063947126,64.4347913760261,NA,0.924024640657084,0.975770020533881,NA,NA,1,0,0.4844156337084
"Garrulax chinensis","Passeriformes","Aves",-0.135944747652364,83.8878072918479,92.0408298977422,NA,NA,NA,NA,NA,NA,0,0.482561832499976
"Garrulax leucolophus","Passeriformes","Aves",-0.178851372853081,114.707220366675,120.342146808548,NA,1.22628336755647,1.9958932238193,NA,NA,1,0,0.608529891284808
"Geococcyx californianus","Cuculiformes","Aves",-0.229944527069942,285.911449140328,319.631026281745,0.36,0.867898699520876,1.04421629021218,1,115.2,0,-0.2,0.668920623092765
"Zoothera citrina","Passeriformes","Aves",-0.222758251357571,70.3943551373509,68.1002934342219,NA,0.913894592744695,1.03353867214237,NA,NA,NA,0.8,0.528787285435978
"Zoothera dohertyi","Passeriformes","Aves",0.0457619930136189,49.0862950623174,47.4247020168059,NA,0.876112251882272,0.847091033538672,NA,NA,NA,0,0.573219708116122
"Geopelia cuneata","Columbiformes","Aves",-0.151348099522898,34.9341275645203,37.1925520644942,NA,0.341683778234086,0.329089664613279,NA,NA,0,0.6,0.691645334546471
"Geopelia placida","Columbiformes","Aves",-0.114877992869138,49.1607675935513,50.7606380872976,NA,NA,NA,NA,NA,0,0,0.550099497980963
"Geophaps scripta","Columbiformes","Aves",0.052347681799901,210.729552789029,240.635733896181,NA,1.2539356605065,1.2145106091718,NA,NA,0,0,0.481648095232977
"Geotrygon versicolor","Columbiformes","Aves",-0.128302547915282,239.642262557338,243.129097886429,NA,0.75564681724846,1.02943189596167,NA,NA,NA,0.2,0.50146470922502
"Geronticus eremita","Pelecaniformes","Aves",-0.0277242142814133,1097.4130085164,1242.6370052036,NA,2.93305954825462,2.98425735797399,1,204,0,0,0.820409142242239
"Glaucidium brasilianum","Strigiformes","Aves",0.305731952934417,75.2640385205383,60.9368947479965,NA,1,NA,1,35.25,1,0,0.4869377432978
"Glaucidium passerinum","Strigiformes","Aves",0.127601742838038,73,58,NA,0.997218344,0.999315537,1,41.5,1,0,0.477672082765506
"Glossopsitta porphyrocephala","Psittaciformes","Aves",-0.186983634675947,44.5275159591285,45.6103102106542,NA,0.88870636550308,0.826830937713895,1,NA,1,0,0.564013132650591
"Glossopsitta pusilla","Psittaciformes","Aves",-0.10233418935603,36.6417941731814,37.6885912164708,NA,1.55947980835044,1.53648186173854,1,NA,NA,0,0.579919989433578
"Goura cristata","Columbiformes","Aves",-0.0109691103779352,2184.58222857463,2100.56797573601,NA,2.36440793976728,2.26475017111567,NA,NA,0,0,0.556807104601613
"Goura victoria","Columbiformes","Aves",-0.118923459811506,2049.32155177788,2201.97590464658,NA,2.03039014373717,2.13689253935661,NA,NA,NA,0,0.635183293853127
"Gracula religiosa","Passeriformes","Aves",-0.150107887403081,194.398968872053,198.413126787595,NA,1.3388090349076,1.48829568788501,1,NA,0,0,0.62611445312841
"Uraeginthus ianthinogaster","Passeriformes","Aves",-0.20634269747145,12.2,14.3,NA,NA,NA,NA,NA,NA,0.8,0.489493946280004
"Grus antigone","Gruiformes","Aves",-0.0733104119488272,6839.37437125956,8227.76639194077,NA,4.94729637234771,4.80657084188912,1,438.75,0,0,0.608316739004054
"Grus canadensis","Gruiformes","Aves",-0.0744780879408266,4515.9102375221,5142.41530303039,7.83,3.564681724846,3.97316906228611,1,304,1,0,0.644726063742536
"Grus japonensis","Gruiformes","Aves",-0.0869314960271761,6801.19740282585,8230.80288827998,NA,4.97138945927447,4.88651608487337,NA,NA,NA,0,0.680335698575956
"Grus rubicunda","Gruiformes","Aves",-0.340922887866383,4986.43065984011,6423.76512120129,NA,3.731704312,NA,1,362,0,0,0.485269608137591
"Guaruba guarouba","Psittaciformes","Aves",0.0968411443064927,252.406800749963,242.480893890916,NA,2.68418891170431,3.32566735112936,NA,NA,1,0,0.634626995655334
"Guira guira","Cuculiformes","Aves",-0.0887096563252676,119.854021227738,128.579074644805,1.75,0.798357289527721,0.700889801505818,NA,NA,NA,0,0.664927151715633
"Guttera pucherani","Galliformes","Aves",0.0471327542219255,1113.16131103911,1226.11160086216,NA,1.01300479123888,1.86283367556468,1,NA,1,0,0.647302144201053
"Haematopus ostralegus","Charadriiformes","Aves",0.0591090644162658,539,521,0.53,3.9804846,2.997946612,1,135.43,1,0,0.480229224500664
"Halcyon smyrnensis","Coraciiformes","Aves",-0.0395235076112237,81.7584058380747,76.39241718629,NA,NA,NA,1,NA,0,0,0.422847055661877
"Haliaeetus albicilla","Accipitriformes","Aves",0.0449847739740214,4896.05906634752,3400.54900579471,NA,6.03832991101985,6.83915126625599,1,284,0,0,0.638959725751303
"Hemignathus virens","Passeriformes","Aves",-0.0979631955252544,12.3268636531391,13.6503953574008,NA,NA,NA,1,NA,NA,0.8,0.401545004511682
"Heteromunia pectoralis","Passeriformes","Aves",-0.188046856142196,15.65,14.75,NA,NA,NA,1,NA,1,0.2,0.505533424842945
"Himantopus himantopus","Charadriiformes","Aves",0.0158551319914107,154.947161836025,163.653142248434,NA,1.88637919233402,2.04517453798768,1,86.219,1,0.6,0.682447555140774
"Histrionicus histrionicus","Anseriformes","Aves",0.179439008759715,708.243085771139,560.808346209193,1.21,1.494778919,0.999315537,1,312.7,1,1.4,0.505294186262801
"Hypargos niveoguttatus","Passeriformes","Aves",-0.432609485585266,14.7,14.8,NA,NA,NA,1,NA,1,1.2,0.549158554186447
"Gallirallus owstoni","Gruiformes","Aves",-0.30237163104036,230.816957896144,275.154984253879,NA,1.21122518822724,1.19644079397673,1,NA,0,0,0.682306908314029
"Gallirallus philippensis","Gruiformes","Aves",-0.0353026983797481,177.079690319228,203.136300740487,NA,0.7419575633128,0.54757015742642,1,174.42,1,0,0.66423867410594
"Hypsipetes leucocephalus","Passeriformes","Aves",-0.140105471422284,46.9609481342055,50.2720780172159,NA,1.16769336071184,1.10116358658453,NA,NA,1,0,0.522168155551322
"Garrulax ocellatus","Passeriformes","Aves",-0.0903209114920386,112.156671971498,114.522439940113,NA,NA,NA,NA,NA,NA,0,0.490270844473708
"Icterus icterus","Passeriformes","Aves",0.141108360891949,65.384133780261,71.9253000745332,NA,1.55838466803559,1.38590006844627,1,NA,NA,0,0.56930102017606
"Irena puella","Passeriformes","Aves",0.0606802726000074,63.7674954660676,64.0352795474957,NA,1.90527036276523,1.90171115674196,NA,NA,1,1,0.67452198855498
"Ixobrychus minutus","Pelecaniformes","Aves",-0.237722973338105,146,149,NA,0.784394250513347,0.966461327857632,1,59.8,0,1,0.509532936999112
"Jacana jacana","Charadriiformes","Aves",0.0255702835592695,130.542589675384,89.3504628905615,NA,NA,NA,0,NA,0,0,0.538305050667591
"Copsychus malabaricus","Passeriformes","Aves",-0.294805080568143,27.8993391970355,31.7423336775373,NA,0.924298425735797,0.944558521560575,NA,NA,1,0.8,0.698848720388439
"Lagonosticta senegala","Passeriformes","Aves",-0.140159898823755,9.73306244807914,9.10573018893168,NA,0.58590006844627,0.58425735797399,1,8.61,0,1.4,0.619940705657761
"Coccycolius iris","Passeriformes","Aves",-0.183035370334309,47.5674133314785,46.9206677660792,NA,1.04859685147159,1.09404517453799,NA,NA,NA,0,0.614091149954011
"Lamprotornis purpureus","Passeriformes","Aves",-0.0971710561366685,95.8224503091514,117.804669269517,NA,2.12731006160164,1.59616700889802,NA,NA,NA,0,0.569191407129317
"Cosmopsarus regius","Passeriformes","Aves",0.0300274452177973,51.8557114340001,57.3278194433144,NA,2.08323066392882,2.72963723477071,1,NA,NA,0,0.592856411311443
"Lamprotornis superbus","Passeriformes","Aves",-0.028621923972758,63.3530521440591,65.0190635580123,NA,1.00177960301164,1.14442162902122,1,NA,1,0,0.699641502202063
"Laniarius barbarus","Passeriformes","Aves",-0.245989557200124,50.0299430352487,50.2644291910634,NA,NA,NA,1,NA,NA,0,0.371855929956995
"Lanius ludovicianus","Passeriformes","Aves",-0.145757572973947,53.7821434741346,54.636108632719,NA,0.959342915811088,0.967008898015058,1,46,1,0,0.524524361364998
"Larosterna inca","Charadriiformes","Aves",0.10941629328138,181.241586340951,188.319957184113,NA,2.03422313483915,2.20944558521561,1,NA,NA,0,0.761182919790285
"Laterallus leucopyrrhus","Gruiformes","Aves",-0.0166667267639527,NA,NA,NA,NA,NA,1,NA,NA,0,0.443128506316158
"Lathamus discolor","Psittaciformes","Aves",-0.0887175257659713,68.4988310952661,68.4187340613396,NA,0.911156741957563,0.900479123887748,1,NA,1,0,0.614836539009798
"Leiothrix argentauris","Passeriformes","Aves",-0.195992649822052,22.4842567941603,24.4824250320375,NA,0.901300479123888,0.857494866529774,NA,NA,1,0,0.520325907721707
"Leiothrix lutea","Passeriformes","Aves",-0.0719011447543231,20.5066150517979,21.2202142315778,NA,0.9637234770705,0.923750855578371,1,NA,1,0,0.70387214053896
"Leipoa ocellata","Galliformes","Aves",0.028314368415306,1794.64259514492,2117.81298294764,NA,3.86967830253251,3.90691307323751,1,3255,0,0,0.447970809976031
"Leptoptilos crumeniferus","Ciconiiformes","Aves",-0.330244742308876,6088.01567603287,7462.46444493331,NA,5.39055441478439,4.35181382614648,NA,NA,1,0,0.736030557685813
"Leucopsar rothschildi","Passeriformes","Aves",0.0130832810417918,90.8334683865504,99.0820884344545,NA,1.57426420260096,1.72922655715264,1,NA,NA,0,0.818660371368618
"Leucosarcia melanoleuca","Columbiformes","Aves",-0.133645116845227,405.797226441082,422.31941396304,NA,0.715126625598905,0.917180013689254,1,NA,0,0,0.60503088418307
"Lichenostomus melanops","Passeriformes","Aves",0.057231006067669,30.9904690228622,34.3762777913994,NA,1.00260095824778,0.920465434633812,NA,NA,NA,0,0.516013897950073
"Liocichla omeiensis","Passeriformes","Aves",-0.0291010009239316,33.537119041789,35.2826089874054,NA,0.96974674880219,1.83107460643395,NA,NA,NA,1.2,0.541871890912486
"Lonchura castaneothorax","Passeriformes","Aves",0.17407117724128,14.6757379041693,14.4720629871145,0.09,NA,NA,1,NA,1,0,0.516180373803105
"Lonchura striata","Passeriformes","Aves",-0.163165892004465,NA,11.29795915,0.1,NA,NA,NA,NA,0,0,0.534229425435513
"Lophodytes cucullatus","Anseriformes","Aves",0.00722428427924104,441.081682014294,512.168966401299,NA,1.86995208761123,1.97782340862423,1,660,1,0.8,0.7613675433599
"Lophophorus impejanus","Galliformes","Aves",-0.145887472000546,2119.9045872146,2338.43462861138,NA,1.91375770020534,2.0041067761807,0,NA,NA,1.8,0.702127705102967
"Lophura bulweri","Galliformes","Aves",0.287243262560495,1074.16180251338,1519.00221751159,NA,NA,NA,NA,NA,NA,1.2,0.383287135783533
"Lophura diardi","Galliformes","Aves",-0.076332128929343,944.365828701972,1269.61112189984,NA,2.13935660506502,2.10540725530459,NA,NA,NA,1.2,0.588933221324181
"Lophura edwardsi","Galliformes","Aves",-0.212866672550707,835.665492393715,962.530530184023,NA,1.49869952087611,1.14715947980835,NA,NA,NA,1.8,0.755598358381963
"Lophura erythrophthalma","Galliformes","Aves",-0.0937596772386612,1162.86684044312,1276.1752836133,NA,NA,NA,NA,NA,NA,0.2,0.466012187521111
"Lophura leucomelanos","Galliformes","Aves",-0.156275687329964,794,1025,4.17,1.03490759753593,1.01163586584531,NA,NA,1,1.2,0.655859475309854
"Lophura nycthemera","Galliformes","Aves",-0.0114279246431877,1227.30429635983,1516.5382222591,NA,1.96933607118412,1.14332648870637,0,288.9,1,1.6,0.711315571152126
"Lophura swinhoii","Galliformes","Aves",-0.100292196551157,1014.96827201116,1319.14622551361,NA,1.88035592060233,1.94277891854894,NA,NA,1,1.6,0.696416855082093
"Loriculus galgulus","Psittaciformes","Aves",-0.138001099236953,32.8886689623646,29.2854888932426,NA,1.00862422997947,1.14852840520192,NA,NA,NA,0.8,0.68439956416067
"Lorius domicella","Psittaciformes","Aves",0.20457062132696,219.195739937378,225.693969584765,NA,NA,NA,NA,NA,NA,0,0.510669077794221
"Lorius garrulus","Psittaciformes","Aves",0.0623439433983311,188.878920808955,234.437659161691,NA,3.02614647501711,2.90458590006845,NA,NA,NA,0,0.549360255196558
"Lorius lory","Psittaciformes","Aves",0.0473133739136197,192.708595786526,228.115687367028,NA,1.72210814510609,2.88651608487337,NA,NA,NA,0,0.51826402493042
"Loxia curvirostra","Passeriformes","Aves",0.0653628485623562,41.25,41.2,0.16,0.997218344,0.999315537,1,17.5525,1,1.4,0.51134827561957
